,Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
178,2006-04-16 10:00:00.000 +0200,Mostly Cloudy,rain,17.244444444444444,17.244444444444444,0.62,25.0194,221.0,11.27,0.0,1012.15,Mostly cloudy throughout the day.
179,2006-04-16 11:00:00.000 +0200,Mostly Cloudy,rain,17.73888888888889,17.73888888888889,0.53,27.37,230.0,11.4471,0.0,1011.71,Mostly cloudy throughout the day.
180,2006-04-16 12:00:00.000 +0200,Overcast,rain,17.84444444444445,17.84444444444445,0.56,22.218000000000004,251.0,11.27,0.0,1011.28,Mostly cloudy throughout the day.
181,2006-04-16 13:00:00.000 +0200,Mostly Cloudy,rain,18.86111111111111,18.86111111111111,0.56,23.5382,250.0,11.27,0.0,1010.99,Mostly cloudy throughout the day.
182,2006-04-16 14:00:00.000 +0200,Overcast,rain,18.666666666666664,18.666666666666664,0.56,19.8996,240.0,11.3988,0.0,1010.93,Mostly cloudy throughout the day.
183,2006-04-16 15:00:00.000 +0200,Overcast,rain,17.82222222222222,17.82222222222222,0.56,17.5007,243.0,11.27,0.0,1010.7,Mostly cloudy throughout the day.
184,2006-04-16 16:00:00.000 +0200,Overcast,rain,17.800000000000004,17.800000000000004,0.59,17.693900000000006,281.0,11.27,0.0,1010.52,Mostly cloudy throughout the day.
185,2006-04-16 17:00:00.000 +0200,Mostly Cloudy,rain,17.349999999999998,17.349999999999998,0.57,19.5615,295.0,11.3988,0.0,1010.69,Mostly cloudy throughout the day.
186,2006-04-16 18:00:00.000 +0200,Mostly Cloudy,rain,16.06666666666667,16.06666666666667,0.67,21.815500000000004,280.0,11.2056,0.0,1010.86,Mostly cloudy throughout the day.
187,2006-04-16 19:00:00.000 +0200,Mostly Cloudy,rain,14.933333333333335,14.933333333333335,0.73,17.2753,280.0,11.2056,0.0,1011.14,Mostly cloudy throughout the day.
188,2006-04-16 20:00:00.000 +0200,Mostly Cloudy,rain,13.922222222222226,13.922222222222226,0.78,11.7691,279.0,11.2861,0.0,1011.64,Mostly cloudy throughout the day.
189,2006-04-16 21:00:00.000 +0200,Mostly Cloudy,rain,12.755555555555556,12.755555555555556,0.84,11.0446,270.0,11.0768,0.0,1012.02,Mostly cloudy throughout the day.
190,2006-04-16 22:00:00.000 +0200,Mostly Cloudy,rain,12.755555555555556,12.755555555555556,0.84,11.0607,277.0,15.697500000000002,0.0,1012.21,Mostly cloudy throughout the day.
191,2006-04-16 23:00:00.000 +0200,Mostly Cloudy,rain,12.372222222222225,12.372222222222225,0.86,7.293300000000001,239.0,14.876400000000002,0.0,1012.33,Mostly cloudy throughout the day.
