,Unnamed:_0,Formatted_Date,Summary,Precip_Type,Temperature____,Apparent_Temperature____,Humidity,Wind_Speed__km_h_,Wind_Bearing__degrees_,Visibility__km_,Loud__over,Pressure__millibars_,Daily_Summary
72,1728,2006-12-02 00:00:00.000 +0100,Overcast,rain,6.1111111111111125,6.1111111111111125,0.96,3.4937,140.0,3.4454,0.0,1034.7,Foggy starting in the evening continuing until night.
73,1752,2006-12-20 00:00:00.000 +0100,Overcast,rain,1.6888888888888884,-2.6888888888888887,0.88,17.259200000000003,0.0,6.2951000000000015,0.0,1028.51,Mostly cloudy until night.
74,1776,2006-12-21 00:00:00.000 +0100,Overcast,snow,-0.4388888888888885,-2.6166666666666667,0.92,6.262900000000001,172.0,10.0464,0.0,1032.22,Mostly cloudy until morning.
75,1800,2006-12-22 00:00:00.000 +0100,Overcast,rain,0.6277777777777792,-1.533333333333334,0.92,6.6654,340.0,7.0357,0.0,1041.05,Mostly cloudy until evening.
76,1824,2006-12-23 00:00:00.000 +0100,Clear,snow,-1.2722222222222217,-5.15,0.92,11.27,270.0,6.1179999999999986,0.0,1041.59,Foggy starting in the morning continuing until evening.
77,1848,2006-12-24 00:00:00.000 +0100,Foggy,rain,1.6944444444444429,1.6944444444444429,0.94,1.8515,279.0,1.932,0.0,1040.81,Foggy starting overnight continuing until afternoon.
78,1872,2006-12-25 00:00:00.000 +0100,Overcast,rain,2.2499999999999982,0.4166666666666667,0.82,6.44,240.0,4.025,0.0,1032.9,Foggy in the morning.
79,1896,2006-12-26 00:00:00.000 +0100,Foggy,rain,0.7444444444444464,0.7444444444444464,0.93,4.1699,290.0,1.449,0.0,1034.12,Foggy starting overnight continuing until morning.
80,1920,2006-12-27 00:00:00.000 +0100,Clear,snow,-5.8444444444444414,-9.088888888888887,0.92,6.7942,219.0,8.05,0.0,1039.67,Partly cloudy starting in the morning continuing until afternoon.
81,1944,2006-12-28 00:00:00.000 +0100,Foggy,snow,-5.0,-7.899999999999999,0.96,6.3112,169.0,0.805,0.0,1034.7,Foggy starting overnight.
82,1968,2006-12-29 00:00:00.000 +0100,Foggy,snow,-4.305555555555555,-4.305555555555555,0.96,3.3005,220.0,0.3220000000000001,0.0,1027.06,Foggy until morning.
83,1992,2006-12-03 00:00:00.000 +0100,Foggy,snow,-2.1333333333333333,-2.1333333333333333,1.0,0.0,0.0,0.3381,0.0,1028.01,Foggy starting overnight continuing until evening.
84,2016,2006-12-30 00:00:00.000 +0100,Foggy,snow,-3.3500000000000005,-5.877777777777776,0.96,6.0536,181.0,2.9785000000000004,0.0,1036.9,Foggy starting overnight continuing until morning.
85,2040,2006-12-31 00:00:00.000 +0100,Clear,snow,-3.355555555555555,-7.538888888888887,0.88,10.835300000000002,129.0,5.9731000000000005,0.0,1036.82,Foggy starting in the afternoon.
86,2064,2006-12-04 00:00:00.000 +0100,Overcast,rain,4.555555555555556,0.8666666666666679,0.85,17.387999999999998,150.0,11.6725,0.0,1019.13,Overcast throughout the day.
87,2088,2006-12-05 00:00:00.000 +0100,Overcast,rain,7.122222222222222,7.122222222222222,0.92,2.5760000000000005,50.0,5.9248,0.0,1015.59,Foggy in the morning.
88,2112,2006-12-06 00:00:00.000 +0100,Foggy,rain,4.883333333333333,2.3277777777777766,1.0,11.0124,149.0,0.6279,0.0,1019.46,Foggy starting overnight continuing until morning.
89,2136,2006-12-07 00:00:00.000 +0100,Clear,rain,6.5777777777777775,3.8666666666666663,0.87,13.9587,159.0,9.7566,0.0,1016.47,Partly cloudy starting overnight continuing until afternoon.
90,2160,2006-12-08 00:00:00.000 +0100,Partly Cloudy,rain,5.088888888888887,2.4833333333333325,0.93,11.4471,149.0,7.776300000000001,0.0,1017.16,Partly cloudy starting in the morning continuing until night.
91,2184,2006-12-09 00:00:00.000 +0100,Partly Cloudy,rain,7.244444444444442,4.655555555555557,0.86,14.1358,149.0,7.824600000000001,0.0,1014.93,Partly cloudy until night.
92,2208,2006-02-01 00:00:00.000 +0100,Overcast,snow,-2.1444444444444444,-6.1999999999999975,0.86,11.27,320.0,4.83,0.0,1025.18,Mostly cloudy until night.
93,2232,2006-02-10 00:00:00.000 +0100,Foggy,snow,-2.7833333333333337,-5.338888888888889,0.96,6.3112,160.0,0.16100000000000006,0.0,1009.46,Foggy throughout the day.
94,2256,2006-02-11 00:00:00.000 +0100,Foggy,snow,-1.4999999999999996,-3.816666666666668,1.0,6.1985,204.0,0.4025,0.0,1014.9,Foggy starting overnight continuing until afternoon.
95,2280,2006-02-12 00:00:00.000 +0100,Clear,snow,-4.261111111111112,-7.188888888888887,0.91,6.6332,310.0,9.7083,0.0,1022.67,Mostly cloudy starting overnight continuing until night.
96,2304,2006-02-13 00:00:00.000 +0100,Partly Cloudy,snow,-2.7833333333333337,-6.9444444444444455,0.78,11.1734,309.0,15.826300000000002,0.0,1022.77,Partly cloudy until night.
97,2328,2006-02-14 00:00:00.000 +0100,Mostly Cloudy,snow,-3.7111111111111112,-3.7111111111111112,0.88,3.5581,228.0,6.1179999999999986,0.0,1024.12,Mostly cloudy until morning.
98,2352,2006-02-15 00:00:00.000 +0100,Mostly Cloudy,snow,-2.244444444444444,-2.244444444444444,0.92,3.3488,152.0,3.9606,0.0,1024.64,Foggy starting overnight continuing until afternoon.
99,2376,2006-02-16 00:00:00.000 +0100,Overcast,rain,0.022222222222221748,-4.766666666666667,0.86,17.243100000000002,149.0,5.8765,0.0,1012.13,Foggy starting overnight continuing until evening.
100,2400,2006-02-17 00:00:00.000 +0100,Foggy,rain,2.8611111111111103,-0.016666666666667298,0.96,10.577700000000002,190.0,2.9302,0.0,1000.5,Foggy starting overnight continuing until morning.
101,2424,2006-02-18 00:00:00.000 +0100,Mostly Cloudy,rain,0.6666666666666683,-1.3999999999999997,0.96,6.4239000000000015,154.0,15.649200000000002,0.0,1007.58,Mostly cloudy throughout the day.
102,2448,2006-02-19 00:00:00.000 +0100,Partly Cloudy,rain,2.683333333333332,0.9777777777777766,0.83,6.279,149.0,15.649200000000002,0.0,1011.08,Partly cloudy throughout the day.
103,2472,2006-02-02 00:00:00.000 +0100,Overcast,snow,-2.3833333333333333,-4.933333333333334,0.88,6.44,240.0,3.864,0.0,1023.5,Foggy starting overnight continuing until afternoon.
104,2496,2006-02-20 00:00:00.000 +0100,Clear,rain,4.561111111111114,1.3666666666666671,0.82,14.1358,141.0,15.826300000000002,0.0,1011.98,Mostly cloudy starting overnight continuing until night.
105,2520,2006-02-21 00:00:00.000 +0100,Mostly Cloudy,rain,5.622222222222222,4.249999999999999,0.89,6.6493,186.0,15.7297,0.0,1011.13,Foggy starting in the evening.
106,2544,2006-02-22 00:00:00.000 +0100,Overcast,rain,6.0611111111111065,3.8222222222222237,0.93,10.5938,20.0,5.8443000000000005,0.0,1014.25,Foggy in the morning.
107,2568,2006-02-23 00:00:00.000 +0100,Mostly Cloudy,rain,0.6444444444444426,-1.4944444444444451,0.85,6.601,264.0,14.812,0.0,1021.32,Mostly cloudy until night.
108,2592,2006-02-24 00:00:00.000 +0100,Overcast,rain,1.1055555555555567,-3.9444444444444446,0.92,20.865600000000004,30.0,6.1179999999999986,0.0,1018.8,Overcast until night.
109,2616,2006-02-25 00:00:00.000 +0100,Overcast,rain,3.2611111111111097,-0.944444444444444,0.91,18.7887,53.0,10.0464,0.0,1013.55,Overcast throughout the day.
110,2640,2006-02-26 00:00:00.000 +0100,Overcast,rain,0.5777777777777773,0.5777777777777773,0.96,3.0429,150.0,3.880100000000001,0.0,1011.22,Mostly cloudy throughout the day.
111,2664,2006-02-27 00:00:00.000 +0100,Overcast,snow,-1.7388888888888885,-6.950000000000001,0.85,17.2109,271.0,4.3631,0.0,1011.24,Mostly cloudy starting overnight continuing until evening.
112,2688,2006-02-28 00:00:00.000 +0100,Clear,snow,-4.038888888888889,-4.038888888888889,0.92,4.83,70.0,9.8049,0.0,0.0,Foggy overnight.
113,2712,2006-02-03 00:00:00.000 +0100,Overcast,snow,-4.861111111111111,-7.6555555555555586,0.92,6.1341,281.0,3.4937,0.0,1020.33,Foggy overnight.
114,2736,2006-02-04 00:00:00.000 +0100,Overcast,snow,-3.4000000000000004,-6.188888888888887,0.81,6.6332,3.0,5.9731000000000005,0.0,1020.25,Overcast throughout the day.
115,2760,2006-02-05 00:00:00.000 +0100,Foggy,snow,-3.888888888888889,-6.6999999999999975,0.92,6.5044,306.0,3.1073,0.0,1025.73,Foggy starting overnight continuing until morning.
116,2784,2006-02-06 00:00:00.000 +0100,Partly Cloudy,snow,-8.77222222222222,-14.027777777777779,0.76,10.7709,2.0,15.826300000000002,0.0,1027.09,Partly cloudy in the morning.
117,2808,2006-02-07 00:00:00.000 +0100,Clear,snow,-11.083333333333336,-14.755555555555553,0.8,6.021400000000001,331.0,15.7297,0.0,1028.77,Mostly cloudy starting in the morning.
118,2832,2006-02-08 00:00:00.000 +0100,Overcast,snow,-4.333333333333333,-10.683333333333334,0.83,19.9962,191.0,3.912300000000001,0.0,1015.95,Foggy starting in the afternoon continuing until evening.
119,2856,2006-02-09 00:00:00.000 +0100,Overcast,snow,-1.5777777777777775,-5.438888888888887,0.82,10.980200000000002,148.0,15.375500000000002,0.0,1007.29,Foggy starting in the evening.
120,2880,2006-01-01 00:00:00.000 +0100,Partly Cloudy,rain,0.5777777777777773,-4.05,0.89,17.114300000000004,140.0,9.982000000000001,0.0,1016.66,Mostly cloudy throughout the day.
121,2904,2006-01-10 00:00:00.000 +0100,Mostly Cloudy,snow,-1.2055555555555566,-1.2055555555555566,0.85,3.0751,310.0,9.982000000000001,0.0,1033.17,Mostly cloudy until afternoon.
122,2928,2006-01-11 00:00:00.000 +0100,Partly Cloudy,snow,-2.8888888888888884,-2.8888888888888884,0.92,3.3166,279.0,4.0733,0.0,1032.65,Foggy starting overnight continuing until morning.
123,2952,2006-01-12 00:00:00.000 +0100,Mostly Cloudy,snow,-1.5722222222222213,-1.5722222222222213,0.96,3.1717,152.0,3.9606,0.0,1033.01,Foggy starting overnight continuing until morning.
124,2976,2006-01-13 00:00:00.000 +0100,Foggy,snow,-0.5777777777777773,-0.5777777777777773,0.92,3.2844,8.0,2.9463000000000004,0.0,1037.15,Foggy starting overnight continuing until night.
125,3000,2006-01-14 00:00:00.000 +0100,Foggy,snow,-0.11666666666666715,-2.3888888888888893,0.92,6.6332,318.0,2.9463000000000004,0.0,1036.66,Mostly cloudy starting overnight continuing until evening.
126,3024,2006-01-15 00:00:00.000 +0100,Clear,snow,-4.3277777777777775,-7.322222222222222,0.96,6.7781,49.0,4.025,0.0,1037.94,Foggy in the morning.
127,3048,2006-01-16 00:00:00.000 +0100,Overcast,snow,-3.2888888888888896,-5.683333333333334,0.85,5.7799000000000005,50.0,9.9015,0.0,1034.44,Overcast throughout the day.
128,3072,2006-01-17 00:00:00.000 +0100,Overcast,snow,-4.3277777777777775,-4.3277777777777775,0.87,3.5420000000000007,183.0,7.969500000000001,0.0,1029.39,Overcast throughout the day.
129,3096,2006-01-18 00:00:00.000 +0100,Overcast,snow,-2.2222222222222223,-7.566666666666667,0.88,17.243100000000002,140.0,4.3953000000000015,0.0,1016.09,Mostly cloudy throughout the day.
130,3120,2006-01-19 00:00:00.000 +0100,Clear,rain,0.6944444444444444,-2.8555555555555565,0.91,11.6242,244.0,10.0464,0.0,1008.43,Mostly cloudy starting overnight.
131,3144,2006-01-02 00:00:00.000 +0100,Overcast,rain,5.422222222222223,2.4944444444444454,0.86,13.6689,157.0,15.649200000000002,0.0,1009.6,Overcast throughout the day.
132,3168,2006-01-20 00:00:00.000 +0100,Clear,snow,-5.4444444444444455,-8.616666666666667,0.84,6.7781,281.0,11.8979,0.0,1027.55,Mostly cloudy starting overnight continuing until night.
133,3192,2006-01-21 00:00:00.000 +0100,Mostly Cloudy,snow,-1.1111111111111112,-4.905555555555555,0.86,11.0768,129.0,14.731500000000002,0.0,1023.01,Mostly cloudy until night.
134,3216,2006-01-22 00:00:00.000 +0100,Overcast,rain,0.5666666666666684,0.5666666666666684,0.92,3.815700000000001,234.0,11.8013,0.0,1020.35,Mostly cloudy throughout the day and breezy in the evening.
135,3240,2006-01-23 00:00:00.000 +0100,Breezy and Overcast,snow,-11.533333333333333,-21.71666666666667,0.65,31.5721,12.0,15.8746,0.0,1031.31,Mostly cloudy starting overnight continuing until night.
136,3264,2006-01-24 00:00:00.000 +0100,Partly Cloudy,snow,-11.233333333333333,-17.077777777777776,0.76,11.0607,1.0,15.826300000000002,0.0,1042.89,Partly cloudy starting in the morning continuing until afternoon.
137,3288,2006-01-25 00:00:00.000 +0100,Clear,snow,-12.422222222222222,-12.422222222222222,0.87,3.22,350.0,9.8532,0.0,1041.46,Partly cloudy starting in the morning continuing until afternoon.
138,3312,2006-01-26 00:00:00.000 +0100,Clear,snow,-10.183333333333332,-15.711111111111116,0.84,10.7387,110.0,9.8049,0.0,1028.13,Partly cloudy starting in the morning.
139,3336,2006-01-27 00:00:00.000 +0100,Partly Cloudy,snow,-9.627777777777775,-13.183333333333335,0.84,6.2146,68.0,15.552600000000002,0.0,1030.67,Partly cloudy starting in the morning.
140,3360,2006-01-28 00:00:00.000 +0100,Partly Cloudy,snow,-7.916666666666668,-7.916666666666668,0.84,3.1878,42.0,11.753,0.0,1032.16,Mostly cloudy starting in the morning.
141,3384,2006-01-29 00:00:00.000 +0100,Overcast,snow,-0.6277777777777772,-0.6277777777777772,0.75,3.3166,67.0,9.7083,0.0,1031.53,Partly cloudy throughout the day.
142,3408,2006-01-03 00:00:00.000 +0100,Overcast,rain,1.6944444444444429,-3.1166666666666663,0.92,20.2216,220.0,4.4919,0.0,1015.66,Mostly cloudy throughout the day.
143,3432,2006-01-30 00:00:00.000 +0100,Overcast,snow,-0.7333333333333335,-4.411111111111111,0.75,10.9158,20.0,5.0393,0.0,1032.17,Overcast throughout the day.
144,3456,2006-01-31 00:00:00.000 +0100,Overcast,snow,-0.06666666666666722,-0.06666666666666722,0.89,3.6708,281.0,5.9248,0.0,1025.6,Foggy starting in the morning continuing until afternoon.
